,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
27563,EPX,Travel Agency,Online,Cancellation Plan,49,INDIA,32.0,0.0,36,0
27564,C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,187.85,46.96,37,1
27565,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,20.25,5.06,31,0
27566,EPX,Travel Agency,Online,1 way Comprehensive Plan,8,SINGAPORE,20.0,0.0,47,0
27567,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,THAILAND,34.0,0.0,36,0
27568,JZI,Airlines,Online,Value Plan,27,FRANCE,49.0,17.15,35,0
27569,EPX,Travel Agency,Online,Cancellation Plan,7,"TAIWAN, PROVINCE OF CHINA",19.0,0.0,36,0
27570,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,"TAIWAN, PROVINCE OF CHINA",28.0,0.0,36,0
27571,EPX,Travel Agency,Online,2 way Comprehensive Plan,106,JAPAN,32.0,0.0,36,0
27572,EPX,Travel Agency,Online,Cancellation Plan,103,CHINA,10.0,0.0,36,0
27573,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,AUSTRALIA,112.0,0.0,35,0
27574,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,AUSTRALIA,69.3,41.58,27,0
27575,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,167,UNITED KINGDOM,128.7,77.22,31,0
27576,EPX,Travel Agency,Online,Cancellation Plan,102,THAILAND,10.0,0.0,36,0
27577,JZI,Airlines,Online,Basic Plan,7,THAILAND,22.0,7.7,60,0
27578,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,INDIA,50.0,0.0,36,0
27579,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,CHINA,37.0,0.0,36,0
27580,EPX,Travel Agency,Online,Cancellation Plan,162,NEPAL,25.0,0.0,36,0
27581,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,21,"TAIWAN, PROVINCE OF CHINA",36.5,23.73,77,0
27582,RAB,Airlines,Online,Value Plan,23,BRUNEI DARUSSALAM,15.0,6.0,55,0
27583,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,CAMBODIA,36.0,0.0,36,0
27584,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,FRANCE,21.0,0.0,36,0
27585,EPX,Travel Agency,Online,2 way Comprehensive Plan,123,THAILAND,20.0,0.0,35,0
27586,C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,39.0,9.75,59,0
27587,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,PHILIPPINES,20.0,0.0,35,0
27588,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,57.0,14.25,31,0
27590,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,60.0,15.0,31,1
27592,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,158,"KOREA, REPUBLIC OF",39.6,23.76,64,0
27595,EPX,Travel Agency,Online,Cancellation Plan,10,CHINA,25.0,0.0,36,0
27596,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,20.0,0.0,40,0
27597,EPX,Travel Agency,Online,Cancellation Plan,12,VIET NAM,15.0,0.0,36,0
27598,ART,Airlines,Online,24 Protect,8,MALAYSIA,25.7,8.99,48,0
27599,C2B,Airlines,Online,Silver Plan,37,SINGAPORE,95.0,23.75,28,0
27600,EPX,Travel Agency,Online,Cancellation Plan,72,AUSTRALIA,58.0,0.0,29,0
27601,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,23.5,5.88,36,0
27602,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,JAPAN,38.0,0.0,36,0
27603,C2B,Airlines,Online,Silver Plan,20,SINGAPORE,63.5,15.88,39,0
27604,EPX,Travel Agency,Online,Cancellation Plan,42,CHINA,26.0,0.0,37,0
27605,EPX,Travel Agency,Online,2 way Comprehensive Plan,92,AUSTRALIA,38.0,0.0,36,0
27606,ADM,Travel Agency,Online,Premier Plan,104,Other,111.0,42.18,22,0
27607,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,THAILAND,20.0,0.0,30,0
27608,C2B,Airlines,Online,Silver Plan,17,SINGAPORE,63.5,15.88,26,0
27609,C2B,Airlines,Online,Gold Plan,12,SINGAPORE,42.5,10.63,43,0
27610,JZI,Airlines,Online,Basic Plan,186,INDONESIA,30.0,10.5,27,0
27611,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,THAILAND,39.6,23.76,42,0
27612,EPX,Travel Agency,Online,Cancellation Plan,10,THAILAND,15.0,0.0,43,0
27613,TST,Travel Agency,Offline,Travel Cruise Protect,92,THAILAND,30.0,10.5,25,0
27614,EPX,Travel Agency,Online,Cancellation Plan,56,Other,80.0,0.0,34,0
27615,JZI,Airlines,Online,Value Plan,6,JAPAN,36.0,12.6,46,0
27616,JZI,Airlines,Online,Value Plan,72,UNITED STATES,121.0,42.35,50,0
27617,EPX,Travel Agency,Online,Cancellation Plan,8,INDIA,25.0,0.0,36,0
27618,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,55,AUSTRALIA,89.1,53.46,38,0
27619,CCR,Travel Agency,Offline,Comprehensive Plan,95,MALAYSIA,29.0,9.57,43,0
27620,EPX,Travel Agency,Online,Cancellation Plan,18,JAPAN,46.0,0.0,36,0
27621,EPX,Travel Agency,Online,Cancellation Plan,168,UNITED STATES,73.0,0.0,71,0
27622,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,"KOREA, REPUBLIC OF",0.0,17.82,30,0
27624,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,CHINA,0.0,0.0,36,0
27625,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,MALAYSIA,0.0,35.64,44,0
27627,C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,47.0,11.75,27,0
27628,SSI,Airlines,Online,Ticket Protector,3,SINGAPORE,13.36,3.75,48,0
27629,EPX,Travel Agency,Online,Cancellation Plan,8,THAILAND,14.0,0.0,36,0
27630,JZI,Airlines,Online,Basic Plan,9,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,35,0
27632,EPX,Travel Agency,Online,1 way Comprehensive Plan,34,INDIA,20.0,0.0,32,0
27633,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,SINGAPORE,56.0,0.0,36,0
27634,EPX,Travel Agency,Online,2 way Comprehensive Plan,66,UNITED KINGDOM,0.0,0.0,36,0
27635,EPX,Travel Agency,Online,2 way Comprehensive Plan,157,"KOREA, REPUBLIC OF",52.0,0.0,36,0
27636,EPX,Travel Agency,Online,Cancellation Plan,24,SINGAPORE,12.0,0.0,40,0
27638,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,26.5,6.63,28,0
27639,JZI,Airlines,Online,Value Plan,4,INDONESIA,33.0,11.55,51,0
27640,C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,216.0,54.0,39,0
27641,EPX,Travel Agency,Online,2 way Comprehensive Plan,37,INDONESIA,20.0,0.0,37,0
27642,JZI,Airlines,Online,Basic Plan,9,MYANMAR,22.0,7.7,51,0
27643,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,THAILAND,29.7,17.82,37,0
27644,RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,35,0
27645,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,65,AUSTRALIA,49.5,29.7,35,0
27646,JZI,Airlines,Online,Basic Plan,29,HONG KONG,26.0,9.1,38,0
27648,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,21.0,5.25,29,0
27649,EPX,Travel Agency,Online,Cancellation Plan,51,THAILAND,14.0,0.0,22,0
27651,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,HONG KONG,26.0,0.0,36,0
27652,EPX,Travel Agency,Online,Cancellation Plan,2,HONG KONG,12.0,0.0,36,0
27653,JZI,Airlines,Online,Value Plan,72,UNITED KINGDOM,125.0,43.75,48,0
27654,EPX,Travel Agency,Online,2 way Comprehensive Plan,36,PHILIPPINES,21.0,0.0,36,0
27655,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,INDONESIA,20.0,0.0,35,0
27657,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,HONG KONG,74.0,0.0,26,0
27658,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,33,AUSTRALIA,19.8,11.88,35,0
27659,EPX,Travel Agency,Online,Cancellation Plan,49,CZECH REPUBLIC,25.0,0.0,36,0
27661,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,AUSTRALIA,0.0,41.58,31,0
27662,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,UNITED STATES,112.0,0.0,39,0
27663,EPX,Travel Agency,Online,Cancellation Plan,31,PORTUGAL,23.0,0.0,36,0
27664,TST,Travel Agency,Offline,Travel Cruise Protect,10,MALAYSIA,30.0,10.5,39,0
27665,SSI,Airlines,Online,Ticket Protector,7,SINGAPORE,1.09,0.31,48,0
27666,C2B,Airlines,Online,Silver Plan,24,SINGAPORE,39.0,9.75,30,0
27667,EPX,Travel Agency,Online,2 way Comprehensive Plan,38,CHINA,60.0,0.0,36,0
27668,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,JAPAN,59.0,0.0,36,0
27669,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,36,NEW ZEALAND,99.0,59.4,43,0
27670,EPX,Travel Agency,Online,Cancellation Plan,7,INDONESIA,13.0,0.0,31,0
27671,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,Other,20.0,0.0,24,0
27673,C2B,Airlines,Online,Annual Silver Plan,380,SINGAPORE,252.85,63.21,34,1
27674,C2B,Airlines,Online,Silver Plan,42,SINGAPORE,63.5,15.88,29,0
27675,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,53,NEW ZEALAND,79.2,47.52,40,0
27676,EPX,Travel Agency,Online,2 way Comprehensive Plan,68,INDIA,47.0,0.0,36,0
27677,EPX,Travel Agency,Online,Cancellation Plan,45,SRI LANKA,10.0,0.0,35,0
27678,C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,13.5,3.38,23,0
27679,EPX,Travel Agency,Online,1 way Comprehensive Plan,202,UNITED KINGDOM,75.0,0.0,36,0
27680,JZI,Airlines,Online,Basic Plan,36,CHINA,40.0,14.0,55,0
27683,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,HONG KONG,21.0,0.0,58,0
27684,JZI,Airlines,Online,Basic Plan,5,MALAYSIA,18.0,6.3,43,0
27685,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,INDIA,34.0,0.0,36,0
27686,EPX,Travel Agency,Online,2 way Comprehensive Plan,32,AUSTRALIA,42.0,0.0,36,0
27687,EPX,Travel Agency,Online,Cancellation Plan,15,INDIA,10.0,0.0,36,0
27688,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,13,SRI LANKA,26.5,17.23,38,0
27689,EPX,Travel Agency,Online,Cancellation Plan,45,UNITED KINGDOM,28.0,0.0,36,0
27690,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,MALAYSIA,19.8,11.88,31,0
27691,EPX,Travel Agency,Online,Cancellation Plan,326,PERU,38.0,0.0,35,0
27692,EPX,Travel Agency,Online,Cancellation Plan,5,THAILAND,10.0,0.0,28,0
27693,EPX,Travel Agency,Online,1 way Comprehensive Plan,28,CHINA,26.0,0.0,36,0
27694,EPX,Travel Agency,Online,Cancellation Plan,55,"TAIWAN, PROVINCE OF CHINA",11.0,0.0,36,0
27695,C2B,Airlines,Online,Annual Silver Plan,390,SINGAPORE,216.0,54.0,50,0
27696,C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,16.0,4.0,45,0
27697,KML,Travel Agency,Online,Value Plan,24,INDONESIA,33.0,12.54,48,0
27698,JZI,Airlines,Online,Value Plan,31,JAPAN,58.0,20.3,30,0
27699,EPX,Travel Agency,Online,Cancellation Plan,4,MALAYSIA,22.0,0.0,50,0
27700,EPX,Travel Agency,Online,Cancellation Plan,183,"KOREA, REPUBLIC OF",0.0,0.0,36,0
27701,C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,216.0,54.0,40,0
27702,EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,29.0,0.0,36,0
27703,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,187,UNITED KINGDOM,108.9,65.34,37,0
27704,EPX,Travel Agency,Online,Cancellation Plan,1,CANADA,80.0,0.0,20,0
27705,EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,22.0,0.0,36,0
27706,C2B,Airlines,Online,Bronze Plan,136,SINGAPORE,33.5,8.38,24,0
27707,EPX,Travel Agency,Online,Cancellation Plan,328,INDIA,32.0,0.0,36,0
27708,C2B,Airlines,Online,Silver Plan,26,SINGAPORE,88.5,22.13,33,0
27709,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,JAPAN,60.0,0.0,56,0
27710,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,70,NEPAL,76.0,49.4,45,0
27711,EPX,Travel Agency,Online,Cancellation Plan,99,TURKEY,65.0,0.0,36,0
27712,C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,280.8,70.2,68,1
27714,EPX,Travel Agency,Online,Cancellation Plan,9,MYANMAR,25.0,0.0,36,0
27715,JZI,Airlines,Online,Basic Plan,21,HONG KONG,26.0,9.1,42,0
27716,EPX,Travel Agency,Online,2 way Comprehensive Plan,147,THAILAND,23.0,0.0,36,0
27718,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,INDIA,40.0,0.0,36,0
27719,ART,Airlines,Online,24 Protect,39,HONG KONG,89.65,31.38,48,0
27720,EPX,Travel Agency,Online,Cancellation Plan,11,INDIA,14.0,0.0,36,0
27721,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,52,AUSTRALIA,99.0,59.4,53,0
27723,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,VIET NAM,20.0,0.0,39,0
27724,JZI,Airlines,Online,Basic Plan,52,AUSTRALIA,35.0,12.25,28,0
27725,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,18.0,4.5,47,0
27726,EPX,Travel Agency,Online,Cancellation Plan,14,CHINA,18.0,0.0,36,0
27727,C2B,Airlines,Online,Bronze Plan,143,SINGAPORE,29.5,7.38,55,0
27729,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,37,HONG KONG,42.0,27.3,54,1
27730,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,78,MALAYSIA,99.0,59.4,34,0
27731,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,MACAO,86.0,0.0,36,0
27732,EPX,Travel Agency,Online,Cancellation Plan,34,CHINA,14.0,0.0,36,0
27733,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,CHINA,21.0,0.0,36,0
27734,EPX,Travel Agency,Online,Cancellation Plan,19,AUSTRALIA,52.0,0.0,36,0
27735,EPX,Travel Agency,Online,Cancellation Plan,17,INDONESIA,14.0,0.0,31,0
27736,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,CANADA,89.1,53.46,36,0
27737,C2B,Airlines,Online,Bronze Plan,33,SINGAPORE,27.0,6.75,39,0
27738,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,24.5,6.13,46,0
27739,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,UNITED STATES,0.0,35.64,39,0
27741,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,55,JAPAN,79.2,47.52,43,0
27743,C2B,Airlines,Online,Annual Silver Plan,379,SINGAPORE,302.4,75.6,39,0
27744,EPX,Travel Agency,Online,Cancellation Plan,63,INDIA,10.0,0.0,36,0
27746,C2B,Airlines,Online,Silver Plan,49,SINGAPORE,22.5,5.63,35,0
27747,EPX,Travel Agency,Online,2 way Comprehensive Plan,100,PHILIPPINES,20.0,0.0,35,0
27748,RAB,Airlines,Online,Value Plan,8,BRUNEI DARUSSALAM,23.0,9.2,38,0
27749,EPX,Travel Agency,Online,Cancellation Plan,10,INDONESIA,13.0,0.0,46,0
27751,EPX,Travel Agency,Online,Cancellation Plan,22,CHINA,29.0,0.0,36,1
27752,C2B,Airlines,Online,Bronze Plan,57,SINGAPORE,60.0,15.0,33,0
27753,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,NETHERLANDS,55.0,0.0,36,0
27754,JZI,Airlines,Online,Basic Plan,187,PHILIPPINES,37.0,12.95,36,0
27755,EPX,Travel Agency,Online,Cancellation Plan,24,GERMANY,55.0,0.0,35,0
27757,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,99.0,59.4,31,0
27758,JZI,Airlines,Online,Basic Plan,19,HONG KONG,22.0,7.7,51,0
27759,EPX,Travel Agency,Online,2 way Comprehensive Plan,53,Other,89.0,0.0,36,0
27760,EPX,Travel Agency,Online,Cancellation Plan,15,MALAYSIA,10.0,0.0,26,0
27761,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,GERMANY,39.6,23.76,52,0
27763,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,45.0,11.25,24,0
27764,C2B,Airlines,Online,Silver Plan,85,SINGAPORE,29.0,7.25,41,0
27765,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,45,AUSTRALIA,89.1,53.46,65,0
27766,JZI,Airlines,Online,Value Plan,148,AUSTRALIA,58.0,20.3,60,0
27767,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,29.5,7.38,27,0
27768,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,THAILAND,49.5,29.7,31,0
27769,C2B,Airlines,Online,Silver Plan,12,SINGAPORE,18.5,4.63,35,0
27770,EPX,Travel Agency,Online,Cancellation Plan,18,"TAIWAN, PROVINCE OF CHINA",26.0,0.0,36,0
27771,EPX,Travel Agency,Online,Cancellation Plan,21,THAILAND,11.0,0.0,40,0
27772,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,JAPAN,46.0,0.0,36,0
27774,EPX,Travel Agency,Online,Cancellation Plan,91,JAPAN,31.0,0.0,67,0
27775,EPX,Travel Agency,Online,Cancellation Plan,32,UNITED STATES,80.0,0.0,35,0
27776,JZI,Airlines,Online,Value Plan,30,UNITED ARAB EMIRATES,109.0,38.15,33,0
27777,JZI,Airlines,Online,Basic Plan,31,CHINA,35.0,12.25,63,0
27778,JZI,Airlines,Online,Basic Plan,35,INDONESIA,22.0,7.7,69,0
27779,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,THAILAND,23.0,0.0,36,0
27780,EPX,Travel Agency,Online,Cancellation Plan,37,MALAYSIA,16.0,0.0,70,0
27783,JZI,Airlines,Online,Basic Plan,12,INDIA,26.0,9.1,60,0
27784,EPX,Travel Agency,Online,Cancellation Plan,224,HONG KONG,15.0,0.0,36,0
27785,EPX,Travel Agency,Online,Cancellation Plan,16,CHINA,80.0,0.0,55,0
27786,EPX,Travel Agency,Online,Cancellation Plan,11,CHINA,52.0,0.0,36,0
27788,JZI,Airlines,Online,Basic Plan,8,INDONESIA,22.0,7.7,47,0
27789,JZI,Airlines,Online,Basic Plan,98,PHILIPPINES,33.0,11.55,50,0
27790,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,11.0,0.0,36,0
27791,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,37.0,9.25,33,0
27792,JZI,Airlines,Online,Basic Plan,34,THAILAND,22.0,7.7,35,0
27793,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,20.0,0.0,43,0
27794,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,20.0,5.0,33,0
27795,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,17,HONG KONG,29.0,18.85,42,0
27797,EPX,Travel Agency,Online,2 way Comprehensive Plan,41,UNITED STATES,112.0,0.0,42,0
27798,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,121,UNITED STATES,49.5,29.7,34,0
27799,C2B,Airlines,Online,Silver Plan,25,SINGAPORE,49.5,12.38,30,0
27800,EPX,Travel Agency,Online,2 way Comprehensive Plan,50,CHINA,23.0,0.0,30,0
27801,EPX,Travel Agency,Online,2 way Comprehensive Plan,63,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36,0
27802,EPX,Travel Agency,Online,2 way Comprehensive Plan,92,NEPAL,93.0,0.0,36,0
27803,EPX,Travel Agency,Online,Cancellation Plan,53,Other,73.0,0.0,36,0
27804,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,Other,28.0,0.0,36,0
27805,JZI,Airlines,Online,Basic Plan,23,VIET NAM,22.0,7.7,56,0
27807,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,UNITED STATES,108.9,65.34,30,0
27809,EPX,Travel Agency,Online,2 way Comprehensive Plan,54,"TAIWAN, PROVINCE OF CHINA",34.0,0.0,60,0
27810,EPX,Travel Agency,Online,1 way Comprehensive Plan,130,ITALY,20.0,0.0,36,0
27811,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,"KOREA, REPUBLIC OF",46.0,0.0,36,0
27812,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,DENMARK,87.0,0.0,36,0
27813,EPX,Travel Agency,Online,1 way Comprehensive Plan,31,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36,0
27815,EPX,Travel Agency,Online,Cancellation Plan,13,UNITED STATES,55.0,0.0,47,0
27816,EPX,Travel Agency,Online,Cancellation Plan,19,SINGAPORE,10.0,0.0,28,0
27817,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,INDONESIA,34.0,0.0,58,0
27818,EPX,Travel Agency,Online,Cancellation Plan,60,MALAYSIA,10.0,0.0,31,0
27819,EPX,Travel Agency,Online,Cancellation Plan,46,AUSTRALIA,80.0,0.0,36,0
27820,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,60,UNITED STATES,79.2,47.52,45,0
27822,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,62.0,15.5,25,0
27823,TST,Travel Agency,Offline,Travel Cruise Protect,38,THAILAND,30.0,10.5,60,0
27824,EPX,Travel Agency,Online,Cancellation Plan,43,VIET NAM,36.0,0.0,36,0
27825,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,INDIA,53.0,0.0,36,0
27826,JZI,Airlines,Online,Basic Plan,9,HONG KONG,26.0,9.1,49,0
27827,EPX,Travel Agency,Online,Cancellation Plan,6,INDONESIA,10.0,0.0,45,0
27828,EPX,Travel Agency,Online,Cancellation Plan,57,UNITED STATES,65.0,0.0,36,1
27829,EPX,Travel Agency,Online,1 way Comprehensive Plan,23,SINGAPORE,29.0,0.0,36,0
27830,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,AUSTRALIA,49.5,29.7,31,0
27831,EPX,Travel Agency,Online,2 way Comprehensive Plan,43,VIET NAM,20.0,0.0,36,0
27832,SSI,Airlines,Online,Ticket Protector,6,SINGAPORE,0.77,0.22,48,0
27833,EPX,Travel Agency,Online,2 way Comprehensive Plan,76,"KOREA, REPUBLIC OF",54.0,0.0,36,0
27834,EPX,Travel Agency,Online,Cancellation Plan,8,UNITED STATES,80.0,0.0,57,0
27835,EPX,Travel Agency,Online,Cancellation Plan,42,CHINA,40.0,0.0,36,0
27836,EPX,Travel Agency,Online,Cancellation Plan,12,CHINA,13.0,0.0,36,0
27837,EPX,Travel Agency,Online,Cancellation Plan,11,INDIA,10.0,0.0,32,0
27838,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,VIET NAM,31.0,0.0,36,0
27840,ART,Airlines,Online,24 Protect,19,THAILAND,184.42,64.55,48,0
27841,JZI,Airlines,Online,Basic Plan,10,CHINA,26.0,9.1,52,0
27842,EPX,Travel Agency,Online,Cancellation Plan,63,JAPAN,64.0,0.0,35,0
27843,RAB,Airlines,Online,Value Plan,118,BRUNEI DARUSSALAM,23.0,9.2,72,0
27844,EPX,Travel Agency,Online,Cancellation Plan,92,AUSTRALIA,71.0,0.0,36,0
27845,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,60,ICELAND,39.6,23.76,32,0
27846,EPX,Travel Agency,Online,Cancellation Plan,17,"KOREA, REPUBLIC OF",49.0,0.0,36,0
27848,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,115,UNITED STATES,0.0,35.64,26,0
27849,EPX,Travel Agency,Online,1 way Comprehensive Plan,47,CHINA,20.0,0.0,36,0
27850,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,154,ICELAND,59.4,35.64,31,0
27851,JZI,Airlines,Online,Basic Plan,19,HONG KONG,22.0,7.7,31,0
27852,EPX,Travel Agency,Online,Cancellation Plan,93,INDONESIA,10.0,0.0,36,0
27853,EPX,Travel Agency,Online,Cancellation Plan,59,"KOREA, REPUBLIC OF",49.0,0.0,25,0
27854,EPX,Travel Agency,Online,1 way Comprehensive Plan,78,SPAIN,20.0,0.0,36,0
27855,EPX,Travel Agency,Online,1 way Comprehensive Plan,70,SINGAPORE,20.0,0.0,76,0
27856,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,51,Other,128.7,77.22,31,0
27857,EPX,Travel Agency,Online,1 way Comprehensive Plan,8,VIET NAM,20.0,0.0,49,0
27858,EPX,Travel Agency,Online,Cancellation Plan,2,PORTUGAL,18.0,0.0,36,0
27859,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,22.5,5.63,45,0
27861,C2B,Airlines,Online,Silver Plan,56,SINGAPORE,37.0,9.25,27,0
27863,EPX,Travel Agency,Online,Cancellation Plan,24,THAILAND,12.0,0.0,36,0
27864,EPX,Travel Agency,Online,1 way Comprehensive Plan,11,SINGAPORE,42.0,0.0,36,0
27865,RAB,Airlines,Online,Value Plan,15,BRUNEI DARUSSALAM,23.0,9.2,37,0
27866,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,CHINA,35.0,0.0,35,0
27867,EPX,Travel Agency,Online,Cancellation Plan,28,AUSTRALIA,55.0,0.0,34,0
27868,EPX,Travel Agency,Online,Cancellation Plan,58,VIET NAM,18.0,0.0,36,0
27869,EPX,Travel Agency,Online,Cancellation Plan,97,THAILAND,13.0,0.0,36,0
27870,JZI,Airlines,Online,Basic Plan,116,HONG KONG,26.0,9.1,59,0
27872,EPX,Travel Agency,Online,Cancellation Plan,17,VIET NAM,10.0,0.0,29,0
27873,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,27.0,6.75,32,0
27874,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,71,NEW ZEALAND,257.4,154.44,46,0
27875,CCR,Travel Agency,Offline,Comprehensive Plan,192,THAILAND,29.0,9.57,76,0
27876,CCR,Travel Agency,Offline,Comprehensive Plan,35,MALAYSIA,29.0,9.57,18,0
27877,ADM,Travel Agency,Online,Premier Plan,88,FRANCE,0.0,49.4,22,0
27878,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,20.0,5.0,29,1
27879,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,INDONESIA,34.0,0.0,36,0
27880,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,HONG KONG,37.0,0.0,36,0
27882,C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,62.0,15.5,28,1
27883,EPX,Travel Agency,Online,Cancellation Plan,20,MALAYSIA,10.0,0.0,33,0
27884,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,INDONESIA,27.0,0.0,36,0
27885,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,CHINA,42.0,0.0,36,0
27886,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,MALAYSIA,39.6,23.76,48,0
27887,SSI,Airlines,Online,Ticket Protector,116,SINGAPORE,0.96,0.27,48,0
